category	sdkRelativePath	size	sha256
header	System/Library/Frameworks/ARKit.framework/Headers/ARSCNPlaneGeometry.h	1060	ca66a08275c61ea7cf2d18ec18c064e3256493ef26447caf45efdd7495632e6a
header	System/Library/Frameworks/ARKit.framework/Headers/ARSCNView.h	7079	3e58248e3ce1653059ad57b476b6e4cb77652cdc3badbba7d769fda0d38eba54
header	System/Library/Frameworks/ARKit.framework/Headers/ARSKView.h	3847	3f5207f716d5d0d9a582262f6c8ea9ddaff178f908b7dd3f2c944e221958259a
header	System/Library/Frameworks/ARKit.framework/Headers/ARSession.h	15610	2ca4fd2d1f9d19b446d612444e0fbe6d8662c8a2839730aa415a79f22d9561c7
header	System/Library/Frameworks/ARKit.framework/Headers/ARSkeleton.h	3861	710e1ac1889a5e8d4043a2514ee3777cd384e31be4b5b30db4b6b547ddc543ae
header	System/Library/Frameworks/ARKit.framework/Headers/ARSkeletonDefinition.h	3569	cf8e188cba3332a979cac85cd013a28c5046e1c31f7778d8b6738d68fd52f0ac
header	System/Library/Frameworks/ARKit.framework/Headers/ARTrackedRaycast.h	960	16410af30356c5a17ded111c0a0dcdfa6013d37a48bb512eb592cbd88144355f
header	System/Library/Frameworks/ARKit.framework/Headers/ARTrackingStatusTypes.h	1550	90b566ee5a6fe7925a115dae1f0a5ccb14827c3330489b1b78f86c7f8c0ac933
header	System/Library/Frameworks/ARKit.framework/Headers/ARVideoFormat.h	2504	1932887a3b1564771631537b787e4b049ce8685dd3d67c8c300fb2808cd66b56
header	System/Library/Frameworks/ARKit.framework/Headers/ARWorldMap.h	1395	e54a9781e1da0c2ad0378cdde88c2b346452ef55c42d943adae3bb4427d89d84
modulemap	System/Library/Frameworks/ARKit.framework/Modules/module.modulemap	149	7f939fb48ea9f15e6c0142b254c1fddffbb699e14371bc57c41b436e5b9155a1
