s:SYsSHRzSH8RawValueSYRpzrlE4hash4intoys6HasherVz_tF::SYNTHESIZED::c:@E@SFContentBlockerErrorCode	swift.method	hash(into:)	SFContentBlockerErrorCode.hash(into:)	func hash(into hasher: inout Hasher)
s:SYsSHRzSH8RawValueSYRpzrlE4hash4intoys6HasherVz_tF::SYNTHESIZED::c:@E@SFErrorCode	swift.method	hash(into:)	SFError.Code.hash(into:)	func hash(into hasher: inout Hasher)
s:SYsSHRzSH8RawValueSYRpzrlE4hash4intoys6HasherVz_tF::SYNTHESIZED::c:@E@SFSafariViewControllerDismissButtonStyle	swift.method	hash(into:)	SFSafariViewController.DismissButtonStyle.hash(into:)	func hash(into hasher: inout Hasher)
s:SYsSHRzSH8RawValueSYRpzrlE4hash4intoys6HasherVz_tF::SYNTHESIZED::c:@E@SSReadingListErrorCode	swift.method	hash(into:)	SSReadingListError.Code.hash(into:)	func hash(into hasher: inout Hasher)
s:So11SFErrorCodeV8rawValueABSgSi_tcfc	swift.init	init(rawValue:)	SFError.Code.init(rawValue:)	init?(rawValue: Int)
s:So21SFAuthenticationErrorV8rawValueABSgSi_tcfc	swift.init	init(rawValue:)	SFAuthenticationError.Code.init(rawValue:)	init?(rawValue: Int)
s:So22SSReadingListErrorCodeV8rawValueABSgSi_tcfc	swift.init	init(rawValue:)	SSReadingListError.Code.init(rawValue:)	init?(rawValue: Int)
s:So25SFContentBlockerErrorCodeV8rawValueABSgSi_tcfc	swift.init	init(rawValue:)	SFContentBlockerErrorCode.init(rawValue:)	init?(rawValue: Int)
s:So40SFSafariViewControllerDismissButtonStyleV8rawValueABSgSi_tcfc	swift.init	init(rawValue:)	SFSafariViewController.DismissButtonStyle.init(rawValue:)	init?(rawValue: Int)
s:s5ErrorP10FoundationE20localizedDescriptionSSvp::SYNTHESIZED::c:@E@SFAuthenticationError	swift.property	localizedDescription	SFAuthenticationError.localizedDescription	var localizedDescription: String { get }
s:s5ErrorP10FoundationE20localizedDescriptionSSvp::SYNTHESIZED::c:@E@SFErrorCode	swift.property	localizedDescription	SFError.localizedDescription	var localizedDescription: String { get }
s:s5ErrorP10FoundationE20localizedDescriptionSSvp::SYNTHESIZED::c:@E@SSReadingListErrorCode	swift.property	localizedDescription	SSReadingListError.localizedDescription	var localizedDescription: String { get }
