s:10Foundation13CustomNSErrorPAAE11errorDomainSSvpZ::SYNTHESIZED::c:@E@SFAuthenticationError	swift.type.property	errorDomain	SFAuthenticationError.errorDomain	static var errorDomain: String { get }
s:10Foundation13CustomNSErrorPAAE11errorDomainSSvpZ::SYNTHESIZED::c:@E@SFErrorCode	swift.type.property	errorDomain	SFError.errorDomain	static var errorDomain: String { get }
s:10Foundation13CustomNSErrorPAAE11errorDomainSSvpZ::SYNTHESIZED::c:@E@SSReadingListErrorCode	swift.type.property	errorDomain	SSReadingListError.errorDomain	static var errorDomain: String { get }
s:10Foundation13CustomNSErrorPAAE13errorUserInfoSDySSypGvp::SYNTHESIZED::c:@E@SFAuthenticationError	swift.property	errorUserInfo	SFAuthenticationError.errorUserInfo	var errorUserInfo: [String : Any] { get }
s:10Foundation13CustomNSErrorPAAE13errorUserInfoSDySSypGvp::SYNTHESIZED::c:@E@SFErrorCode	swift.property	errorUserInfo	SFError.errorUserInfo	var errorUserInfo: [String : Any] { get }
s:10Foundation13CustomNSErrorPAAE13errorUserInfoSDySSypGvp::SYNTHESIZED::c:@E@SSReadingListErrorCode	swift.property	errorUserInfo	SSReadingListError.errorUserInfo	var errorUserInfo: [String : Any] { get }
s:10Foundation13CustomNSErrorPAAE9errorCodeSivp::SYNTHESIZED::c:@E@SFAuthenticationError	swift.property	errorCode	SFAuthenticationError.errorCode	var errorCode: Int { get }
s:10Foundation13CustomNSErrorPAAE9errorCodeSivp::SYNTHESIZED::c:@E@SFErrorCode	swift.property	errorCode	SFError.errorCode	var errorCode: Int { get }
s:10Foundation13CustomNSErrorPAAE9errorCodeSivp::SYNTHESIZED::c:@E@SSReadingListErrorCode	swift.property	errorCode	SSReadingListError.errorCode	var errorCode: Int { get }
s:10Foundation18_ErrorCodeProtocolPAAE2teoiySbx_s0B0_ptFZ::SYNTHESIZED::c:@E@SFAuthenticationError	swift.func.op	~=(_:_:)	SFAuthenticationError.Code.~=(_:_:)	static func ~= (match: Self, error: any Error) -> Bool
s:10Foundation18_ErrorCodeProtocolPAAE2teoiySbx_s0B0_ptFZ::SYNTHESIZED::c:@E@SFErrorCode	swift.func.op	~=(_:_:)	SFError.Code.~=(_:_:)	static func ~= (match: Self, error: any Error) -> Bool
s:10Foundation18_ErrorCodeProtocolPAAE2teoiySbx_s0B0_ptFZ::SYNTHESIZED::c:@E@SSReadingListErrorCode	swift.func.op	~=(_:_:)	SSReadingListError.Code.~=(_:_:)	static func ~= (match: Self, error: any Error) -> Bool
s:10Foundation21_BridgedStoredNSErrorPAAE13errorUserInfoSDySSypGvp::SYNTHESIZED::c:@E@SFAuthenticationError	swift.property	errorUserInfo	SFAuthenticationError.errorUserInfo	var errorUserInfo: [String : Any] { get }
s:10Foundation21_BridgedStoredNSErrorPAAE13errorUserInfoSDySSypGvp::SYNTHESIZED::c:@E@SFErrorCode	swift.property	errorUserInfo	SFError.errorUserInfo	var errorUserInfo: [String : Any] { get }
s:10Foundation21_BridgedStoredNSErrorPAAE13errorUserInfoSDySSypGvp::SYNTHESIZED::c:@E@SSReadingListErrorCode	swift.property	errorUserInfo	SSReadingListError.errorUserInfo	var errorUserInfo: [String : Any] { get }
s:10Foundation21_BridgedStoredNSErrorPAAE2eeoiySbx_xtFZ::SYNTHESIZED::c:@E@SFAuthenticationError	swift.func.op	==(_:_:)	SFAuthenticationError.==(_:_:)	static func == (lhs: Self, rhs: Self) -> Bool
s:10Foundation21_BridgedStoredNSErrorPAAE2eeoiySbx_xtFZ::SYNTHESIZED::c:@E@SFErrorCode	swift.func.op	==(_:_:)	SFError.==(_:_:)	static func == (lhs: Self, rhs: Self) -> Bool
s:10Foundation21_BridgedStoredNSErrorPAAE2eeoiySbx_xtFZ::SYNTHESIZED::c:@E@SSReadingListErrorCode	swift.func.op	==(_:_:)	SSReadingListError.==(_:_:)	static func == (lhs: Self, rhs: Self) -> Bool
