precise	kind	title	path	declaration
c:@E@UNAuthorizationStatus@UNAuthorizationStatusAuthorized	swift.enum.case	UNAuthorizationStatus.authorized	UNAuthorizationStatus.authorized	case authorized
c:@E@UNAuthorizationStatus@UNAuthorizationStatusDenied	swift.enum.case	UNAuthorizationStatus.denied	UNAuthorizationStatus.denied	case denied
c:@E@UNAuthorizationStatus@UNAuthorizationStatusEphemeral	swift.enum.case	UNAuthorizationStatus.ephemeral	UNAuthorizationStatus.ephemeral	case ephemeral
c:@E@UNAuthorizationStatus@UNAuthorizationStatusNotDetermined	swift.enum.case	UNAuthorizationStatus.notDetermined	UNAuthorizationStatus.notDetermined	case notDetermined
c:@E@UNAuthorizationStatus@UNAuthorizationStatusProvisional	swift.enum.case	UNAuthorizationStatus.provisional	UNAuthorizationStatus.provisional	case provisional
c:@E@UNErrorCode	swift.enum	UNError.Code	UNError.Code	enum Code
c:@E@UNErrorCode@UNErrorCodeAttachmentCorrupt	swift.enum.case	UNError.Code.attachmentCorrupt	UNError.Code.attachmentCorrupt	case attachmentCorrupt
c:@E@UNErrorCode@UNErrorCodeAttachmentInvalidFileSize	swift.enum.case	UNError.Code.attachmentInvalidFileSize	UNError.Code.attachmentInvalidFileSize	case attachmentInvalidFileSize
c:@E@UNErrorCode@UNErrorCodeAttachmentInvalidURL	swift.enum.case	UNError.Code.attachmentInvalidURL	UNError.Code.attachmentInvalidURL	case attachmentInvalidURL
c:@E@UNErrorCode@UNErrorCodeAttachmentMoveIntoDataStoreFailed	swift.enum.case	UNError.Code.attachmentMoveIntoDataStoreFailed	UNError.Code.attachmentMoveIntoDataStoreFailed	case attachmentMoveIntoDataStoreFailed
c:@E@UNErrorCode@UNErrorCodeAttachmentNotInDataStore	swift.enum.case	UNError.Code.attachmentNotInDataStore	UNError.Code.attachmentNotInDataStore	case attachmentNotInDataStore
c:@E@UNErrorCode@UNErrorCodeAttachmentUnrecognizedType	swift.enum.case	UNError.Code.attachmentUnrecognizedType	UNError.Code.attachmentUnrecognizedType	case attachmentUnrecognizedType
c:@E@UNErrorCode@UNErrorCodeBadgeInputInvalid	swift.enum.case	UNError.Code.badgeInputInvalid	UNError.Code.badgeInputInvalid	case badgeInputInvalid
c:@E@UNErrorCode@UNErrorCodeContentProvidingInvalid	swift.enum.case	UNError.Code.contentProvidingInvalid	UNError.Code.contentProvidingInvalid	case contentProvidingInvalid
c:@E@UNErrorCode@UNErrorCodeContentProvidingObjectNotAllowed	swift.enum.case	UNError.Code.contentProvidingObjectNotAllowed	UNError.Code.contentProvidingObjectNotAllowed	case contentProvidingObjectNotAllowed
c:@E@UNErrorCode@UNErrorCodeNotificationInvalidNoContent	swift.enum.case	UNError.Code.notificationInvalidNoContent	UNError.Code.notificationInvalidNoContent	case notificationInvalidNoContent
c:@E@UNErrorCode@UNErrorCodeNotificationInvalidNoDate	swift.enum.case	UNError.Code.notificationInvalidNoDate	UNError.Code.notificationInvalidNoDate	case notificationInvalidNoDate
