precise	payloadSHA256	graphPath	ownershipTier	occurrenceCount	canonicalSelection	kind	title	symbolPath	declaration
c:objc(cs)GKGameSession(im)getShareURLWithCompletionHandler:	d054dde32237e19876925573c05d18641f1bef23e3abc8257ba16886b9225fd5	reference/symbol-graphs/GameKit.symbols.json	0	1	1	swift.method	getShareURL(completionHandler:)	GKGameSession.getShareURL(completionHandler:)	func getShareURL(completionHandler: @escaping (URL?, (any Error)?) -> Void)
c:objc(cs)GKGameSession(im)getShareURLWithCompletionHandler:	efb6b960a1488dd0f23dded0040dd20440af5090f345f95e83baf29ec9ac06c2	reference/symbol-graphs/GameKit.symbols.json	0	1	0	swift.method	shareURL()	GKGameSession.shareURL()	func shareURL() async throws -> URL
c:objc(cs)GKGameSession(im)loadDataWithCompletionHandler:	58a869e89680cd596bba7cb61f9b83a86a0f0d6fa36deb7308b493f9486c9145	reference/symbol-graphs/GameKit.symbols.json	0	1	1	swift.method	loadData(completionHandler:)	GKGameSession.loadData(completionHandler:)	func loadData(completionHandler: @escaping (Data?, (any Error)?) -> Void)
c:objc(cs)GKGameSession(im)loadDataWithCompletionHandler:	6476fc7b35775eb696640cb671a2373cbd92e9079e4047577240100dc4d5eb49	reference/symbol-graphs/GameKit.symbols.json	0	1	0	swift.method	loadData()	GKGameSession.loadData()	func loadData() async throws -> Data
c:objc(cs)GKGameSession(im)sendData:withTransportType:completionHandler:	8b2d0abbd56cae3135e27b4958726383822c2ea10a699118d31120badd1ad69d	reference/symbol-graphs/GameKit.symbols.json	0	1	1	swift.method	send(_:with:)	GKGameSession.send(_:with:)	func send(_ data: Data, with transport: GKTransportType) async throws
c:objc(cs)GKGameSession(im)sendData:withTransportType:completionHandler:	f14f4fc781d28403ea72c18c8096896f56ff950c51d82031841493bfda578c9a	reference/symbol-graphs/GameKit.symbols.json	0	1	0	swift.method	send(_:with:completionHandler:)	GKGameSession.send(_:with:completionHandler:)	func send(_ data: Data, with transport: GKTransportType, completionHandler: @escaping ((any Error)?) -> Void)
c:objc(cs)GKGameSession(im)sendMessageWithLocalizedFormatKey:arguments:data:toPlayers:badgePlayers:completionHandler:	1cc3ef263eb54942e2f6b692a19a90a7868df3ff7ddd0bd75ae4834c0cc4f953	reference/symbol-graphs/GameKit.symbols.json	0	1	1	swift.method	sendMessage(withLocalizedFormatKey:arguments:data:to:badgePlayers:)	GKGameSession.sendMessage(withLocalizedFormatKey:arguments:data:to:badgePlayers:)	func sendMessage(withLocalizedFormatKey key: String, arguments: [String], data: Data?, to players: [GKCloudPlayer], badgePlayers: Bool) async throws
c:objc(cs)GKGameSession(im)sendMessageWithLocalizedFormatKey:arguments:data:toPlayers:badgePlayers:completionHandler:	d6a6cb1b2b6e4786a8db0aee148825961183b080a7de4c11d8b9188e39804730	reference/symbol-graphs/GameKit.symbols.json	0	1	0	swift.method	sendMessage(withLocalizedFormatKey:arguments:data:to:badgePlayers:completionHandler:)	GKGameSession.sendMessage(withLocalizedFormatKey:arguments:data:to:badgePlayers:completionHandler:)	func sendMessage(withLocalizedFormatKey key: String, arguments: [String], data: Data?, to players: [GKCloudPlayer], badgePlayers: Bool, completionHandler: @escaping ((any Error)?) -> Void)
c:objc(cs)GKGameSession(im)setConnectionState:completionHandler:	439c53cc3e9f77e2306137f780ff6623009dc60e7c2086cbfb9798662bcb8083	reference/symbol-graphs/GameKit.symbols.json	0	1	1	swift.method	setConnectionState(_:)	GKGameSession.setConnectionState(_:)	func setConnectionState(_ state: GKConnectionState) async throws
c:objc(cs)GKGameSession(im)setConnectionState:completionHandler:	079d36f7bfe16f58b70583d7b20b53689cccc4d5235e6a8d83519c5f6965319d	reference/symbol-graphs/GameKit.symbols.json	0	1	0	swift.method	setConnectionState(_:completionHandler:)	GKGameSession.setConnectionState(_:completionHandler:)	func setConnectionState(_ state: GKConnectionState, completionHandler: @escaping ((any Error)?) -> Void)
