precise	kind	title	path	declaration
s:8AlarmKit0A17PresentationStateV7alarmID10Foundation4UUIDVvp	swift.property	alarmID	AlarmPresentationState.alarmID	var alarmID: Alarm.ID
s:8AlarmKit0A17PresentationStateV7alarmID4modeAC10Foundation4UUIDV_AC4ModeOtcfc	swift.init	init(alarmID:mode:)	AlarmPresentationState.init(alarmID:mode:)	init(alarmID: Alarm.ID, mode: AlarmPresentationState.Mode)
s:8AlarmKit0A17PresentationStateV9hashValueSivp	swift.property	hashValue	AlarmPresentationState.hashValue	var hashValue: Int { get }
s:8AlarmKit0A6ButtonV	swift.struct	AlarmButton	AlarmButton	struct AlarmButton
s:8AlarmKit0A6ButtonV15systemImageNameSSvp	swift.property	systemImageName	AlarmButton.systemImageName	var systemImageName: String
s:8AlarmKit0A6ButtonV4fromACs7Decoder_p_tKcfc	swift.init	init(from:)	AlarmButton.init(from:)	init(from decoder: any Decoder) throws
s:8AlarmKit0A6ButtonV4text0D5Color15systemImageNameAC10Foundation23LocalizedStringResourceV_7SwiftUI0E0VSStcfc	swift.init	init(text:textColor:systemImageName:)	AlarmButton.init(text:textColor:systemImageName:)	init(text: LocalizedStringResource, textColor: Color, systemImageName: String)
s:8AlarmKit0A6ButtonV4text10Foundation23LocalizedStringResourceVvp	swift.property	text	AlarmButton.text	var text: LocalizedStringResource
s:8AlarmKit0A6ButtonV6encode2toys7Encoder_p_tKF	swift.method	encode(to:)	AlarmButton.encode(to:)	func encode(to encoder: any Encoder) throws
s:8AlarmKit0A6ButtonV9textColor7SwiftUI0E0Vvp	swift.property	textColor	AlarmButton.textColor	var textColor: Color
s:8AlarmKit0A7ManagerC	swift.class	AlarmManager	AlarmManager	class AlarmManager
s:8AlarmKit0A7ManagerC0A13ConfigurationV	swift.struct	AlarmManager.AlarmConfiguration	AlarmManager.AlarmConfiguration	struct AlarmConfiguration<Metadata> where Metadata : AlarmMetadata
s:8AlarmKit0A7ManagerC0A13ConfigurationV17countdownDuration8schedule10attributes10stopIntent09secondaryJ05soundAEy_xGAA0A0V09CountdownF0VSg_AN8ScheduleOSgAA0A10AttributesVyxG10AppIntents012LiveActivityJ0_pSgAZ0sB005AlertD0V0T5SoundVtcfc	swift.init	init(countdownDuration:schedule:attributes:stopIntent:secondaryIntent:sound:)	AlarmManager.AlarmConfiguration.init(countdownDuration:schedule:attributes:stopIntent:secondaryIntent:sound:)	init(countdownDuration: Alarm.CountdownDuration? = nil, schedule: Alarm.Schedule? = nil, attributes: AlarmAttributes<Metadata>, stopIntent: (any LiveActivityIntent)? = nil, secondaryIntent: (any LiveActivityIntent)? = nil, sound: AlertConfiguration.AlertSound = .default)
s:8AlarmKit0A7ManagerC0A13ConfigurationV5alarm8schedule10attributes10stopIntent09secondaryI05soundAEy_xGAA0A0V8ScheduleOSg_AA0A10AttributesVyxG10AppIntents012LiveActivityI0_pSgAW0qB005AlertD0V0R5SoundVtFZ	swift.type.method	alarm(schedule:attributes:stopIntent:secondaryIntent:sound:)	AlarmManager.AlarmConfiguration.alarm(schedule:attributes:stopIntent:secondaryIntent:sound:)	static func alarm(schedule: Alarm.Schedule? = nil, attributes: AlarmAttributes<Metadata>, stopIntent: (any LiveActivityIntent)? = nil, secondaryIntent: (any LiveActivityIntent)? = nil, sound: AlertConfiguration.AlertSound = .default) -> AlarmManager.AlarmConfiguration<Metadata>
s:8AlarmKit0A7ManagerC0A13ConfigurationV5timer8duration10attributes10stopIntent09secondaryI05soundAEy_xGSd_AA0A10AttributesVyxG10AppIntents012LiveActivityI0_pSgAR0pB005AlertD0V0Q5SoundVtFZ	swift.type.method	timer(duration:attributes:stopIntent:secondaryIntent:sound:)	AlarmManager.AlarmConfiguration.timer(duration:attributes:stopIntent:secondaryIntent:sound:)	static func timer(duration: TimeInterval, attributes: AlarmAttributes<Metadata>, stopIntent: (any LiveActivityIntent)? = nil, secondaryIntent: (any LiveActivityIntent)? = nil, sound: AlertConfiguration.AlertSound = .default) -> AlarmManager.AlarmConfiguration<Metadata>
s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV	swift.struct	AlarmManager.AlarmAuthorizationStateUpdates	AlarmManager.AlarmAuthorizationStateUpdates	struct AlarmAuthorizationStateUpdates
s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV13AsyncIteratora	swift.typealias	AlarmManager.AlarmAuthorizationStateUpdates.AsyncIterator	AlarmManager.AlarmAuthorizationStateUpdates.AsyncIterator	typealias AsyncIterator = AlarmManager.AlarmAuthorizationStateUpdates.Iterator
s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV17makeAsyncIteratorAE0I0VyF	swift.method	makeAsyncIterator()	AlarmManager.AlarmAuthorizationStateUpdates.makeAsyncIterator()	func makeAsyncIterator() -> AlarmManager.AlarmAuthorizationStateUpdates.Iterator
s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV7Elementa	swift.typealias	AlarmManager.AlarmAuthorizationStateUpdates.Element	AlarmManager.AlarmAuthorizationStateUpdates.Element	typealias Element = AlarmManager.AuthorizationState
s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV8IteratorV	swift.struct	AlarmManager.AlarmAuthorizationStateUpdates.Iterator	AlarmManager.AlarmAuthorizationStateUpdates.Iterator	struct Iterator
s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV8IteratorV4nextAC0dE0OSgyYaF	swift.method	next()	AlarmManager.AlarmAuthorizationStateUpdates.Iterator.next()	mutating func next() async -> AlarmManager.AuthorizationState?
s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV8IteratorV7Elementa	swift.typealias	AlarmManager.AlarmAuthorizationStateUpdates.Iterator.Element	AlarmManager.AlarmAuthorizationStateUpdates.Iterator.Element	typealias Element = AlarmManager.AuthorizationState
s:8AlarmKit0A7ManagerC0A5ErrorO	swift.enum	AlarmManager.AlarmError	AlarmManager.AlarmError	enum AlarmError
s:8AlarmKit0A7ManagerC0A5ErrorO19maximumLimitReachedyA2EmF	swift.enum.case	AlarmManager.AlarmError.maximumLimitReached	AlarmManager.AlarmError.maximumLimitReached	case maximumLimitReached
s:8AlarmKit0A7ManagerC0A5ErrorO2eeoiySbAE_AEtFZ	swift.func.op	==(_:_:)	AlarmManager.AlarmError.==(_:_:)	static func == (a: AlarmManager.AlarmError, b: AlarmManager.AlarmError) -> Bool
s:8AlarmKit0A7ManagerC0A5ErrorO4hash4intoys6HasherVz_tF	swift.method	hash(into:)	AlarmManager.AlarmError.hash(into:)	func hash(into hasher: inout Hasher)
s:8AlarmKit0A7ManagerC0A5ErrorO9hashValueSivp	swift.property	hashValue	AlarmManager.AlarmError.hashValue	var hashValue: Int { get }
s:8AlarmKit0A7ManagerC0A7UpdatesV	swift.struct	AlarmManager.AlarmUpdates	AlarmManager.AlarmUpdates	struct AlarmUpdates
s:8AlarmKit0A7ManagerC0A7UpdatesV13AsyncIteratora	swift.typealias	AlarmManager.AlarmUpdates.AsyncIterator	AlarmManager.AlarmUpdates.AsyncIterator	typealias AsyncIterator = AlarmManager.AlarmUpdates.Iterator
s:8AlarmKit0A7ManagerC0A7UpdatesV17makeAsyncIteratorAE0G0VyF	swift.method	makeAsyncIterator()	AlarmManager.AlarmUpdates.makeAsyncIterator()	func makeAsyncIterator() -> AlarmManager.AlarmUpdates.Iterator
s:8AlarmKit0A7ManagerC0A7UpdatesV7Elementa	swift.typealias	AlarmManager.AlarmUpdates.Element	AlarmManager.AlarmUpdates.Element	typealias Element = [Alarm]
s:8AlarmKit0A7ManagerC0A7UpdatesV8IteratorV	swift.struct	AlarmManager.AlarmUpdates.Iterator	AlarmManager.AlarmUpdates.Iterator	struct Iterator
s:8AlarmKit0A7ManagerC0A7UpdatesV8IteratorV4nextSayAA0A0VGSgyYaF	swift.method	next()	AlarmManager.AlarmUpdates.Iterator.next()	mutating func next() async -> AlarmManager.AlarmUpdates.Element?
s:8AlarmKit0A7ManagerC0A7UpdatesV8IteratorV7Elementa	swift.typealias	AlarmManager.AlarmUpdates.Iterator.Element	AlarmManager.AlarmUpdates.Iterator.Element	typealias Element = AlarmManager.AlarmUpdates.Element
s:8AlarmKit0A7ManagerC12alarmUpdatesQrvp	swift.property	alarmUpdates	AlarmManager.alarmUpdates	var alarmUpdates: some AsyncSequence<Array<Alarm>, Never> { get }
s:8AlarmKit0A7ManagerC18AuthorizationStateO	swift.enum	AlarmManager.AuthorizationState	AlarmManager.AuthorizationState	enum AuthorizationState
s:8AlarmKit0A7ManagerC18AuthorizationStateO10authorizedyA2EmF	swift.enum.case	AlarmManager.AuthorizationState.authorized	AlarmManager.AuthorizationState.authorized	case authorized
s:8AlarmKit0A7ManagerC18AuthorizationStateO13notDeterminedyA2EmF	swift.enum.case	AlarmManager.AuthorizationState.notDetermined	AlarmManager.AuthorizationState.notDetermined	case notDetermined
s:8AlarmKit0A7ManagerC18AuthorizationStateO2eeoiySbAE_AEtFZ	swift.func.op	==(_:_:)	AlarmManager.AuthorizationState.==(_:_:)	static func == (a: AlarmManager.AuthorizationState, b: AlarmManager.AuthorizationState) -> Bool
s:8AlarmKit0A7ManagerC18AuthorizationStateO4fromAEs7Decoder_p_tKcfc	swift.init	init(from:)	AlarmManager.AuthorizationState.init(from:)	init(from decoder: any Decoder) throws
s:8AlarmKit0A7ManagerC18AuthorizationStateO4hash4intoys6HasherVz_tF	swift.method	hash(into:)	AlarmManager.AuthorizationState.hash(into:)	func hash(into hasher: inout Hasher)
s:8AlarmKit0A7ManagerC18AuthorizationStateO6deniedyA2EmF	swift.enum.case	AlarmManager.AuthorizationState.denied	AlarmManager.AuthorizationState.denied	case denied
s:8AlarmKit0A7ManagerC18AuthorizationStateO6encode2toys7Encoder_p_tKF	swift.method	encode(to:)	AlarmManager.AuthorizationState.encode(to:)	func encode(to encoder: any Encoder) throws
s:8AlarmKit0A7ManagerC18AuthorizationStateO9hashValueSivp	swift.property	hashValue	AlarmManager.AuthorizationState.hashValue	var hashValue: Int { get }
s:8AlarmKit0A7ManagerC18authorizationStateAC013AuthorizationE0Ovp	swift.property	authorizationState	AlarmManager.authorizationState	var authorizationState: AlarmManager.AuthorizationState { get }
s:8AlarmKit0A7ManagerC20authorizationUpdatesQrvp	swift.property	authorizationUpdates	AlarmManager.authorizationUpdates	var authorizationUpdates: some AsyncSequence<AlarmManager.AuthorizationState, Never> { get }
s:8AlarmKit0A7ManagerC20requestAuthorizationAC0E5StateOyYaKF	swift.method	requestAuthorization()	AlarmManager.requestAuthorization()	func requestAuthorization() async throws -> AlarmManager.AuthorizationState
s:8AlarmKit0A7ManagerC4stop2idy10Foundation4UUIDV_tKF	swift.method	stop(id:)	AlarmManager.stop(id:)	func stop(id: Alarm.ID) throws
s:8AlarmKit0A7ManagerC5pause2idy10Foundation4UUIDV_tKF	swift.method	pause(id:)	AlarmManager.pause(id:)	func pause(id: Alarm.ID) throws
s:8AlarmKit0A7ManagerC6alarmsSayAA0A0VGvp	swift.property	alarms	AlarmManager.alarms	var alarms: [Alarm] { get throws }
s:8AlarmKit0A7ManagerC6cancel2idy10Foundation4UUIDV_tKF	swift.method	cancel(id:)	AlarmManager.cancel(id:)	func cancel(id: Alarm.ID) throws
s:8AlarmKit0A7ManagerC6resume2idy10Foundation4UUIDV_tKF	swift.method	resume(id:)	AlarmManager.resume(id:)	func resume(id: Alarm.ID) throws
s:8AlarmKit0A7ManagerC6sharedACvpZ	swift.type.property	shared	AlarmManager.shared	static let shared: AlarmManager
s:8AlarmKit0A7ManagerC8schedule2id13configurationAA0A0V10Foundation4UUIDV_AC0A13ConfigurationVy_xGtYaKAA0A8MetadataRzlF	swift.method	schedule(id:configuration:)	AlarmManager.schedule(id:configuration:)	func schedule<Metadata>(id: Alarm.ID, configuration: AlarmManager.AlarmConfiguration<Metadata>) async throws -> Alarm where Metadata : AlarmMetadata
s:8AlarmKit0A7ManagerC9countdown2idy10Foundation4UUIDV_tKF	swift.method	countdown(id:)	AlarmManager.countdown(id:)	func countdown(id: Alarm.ID) throws
s:8AlarmKit0A8MetadataP	swift.protocol	AlarmMetadata	AlarmMetadata	protocol AlarmMetadata : Decodable, Encodable, Hashable, Sendable
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::s:8AlarmKit0A0V17CountdownDurationV	swift.func.op	!=(_:_:)	Alarm.CountdownDuration.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::s:8AlarmKit0A0V5StateO	swift.func.op	!=(_:_:)	Alarm.State.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::s:8AlarmKit0A0V8ScheduleO	swift.func.op	!=(_:_:)	Alarm.Schedule.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::s:8AlarmKit0A0V8ScheduleO8RelativeV	swift.func.op	!=(_:_:)	Alarm.Schedule.Relative.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::s:8AlarmKit0A0V8ScheduleO8RelativeV10RecurrenceO	swift.func.op	!=(_:_:)	Alarm.Schedule.Relative.Recurrence.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::s:8AlarmKit0A0V8ScheduleO8RelativeV4TimeV	swift.func.op	!=(_:_:)	Alarm.Schedule.Relative.Time.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::s:8AlarmKit0A12PresentationV5AlertV23SecondaryButtonBehaviorO	swift.func.op	!=(_:_:)	AlarmPresentation.Alert.SecondaryButtonBehavior.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::s:8AlarmKit0A17PresentationStateV	swift.func.op	!=(_:_:)	AlarmPresentationState.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::s:8AlarmKit0A17PresentationStateV4ModeO	swift.func.op	!=(_:_:)	AlarmPresentationState.Mode.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::s:8AlarmKit0A17PresentationStateV4ModeO5AlertV	swift.func.op	!=(_:_:)	AlarmPresentationState.Mode.Alert.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::s:8AlarmKit0A17PresentationStateV4ModeO6PausedV	swift.func.op	!=(_:_:)	AlarmPresentationState.Mode.Paused.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::s:8AlarmKit0A17PresentationStateV4ModeO9CountdownV	swift.func.op	!=(_:_:)	AlarmPresentationState.Mode.Countdown.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A5ErrorO	swift.func.op	!=(_:_:)	AlarmManager.AlarmError.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::s:8AlarmKit0A7ManagerC18AuthorizationStateO	swift.func.op	!=(_:_:)	AlarmManager.AuthorizationState.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:ScI12_ConcurrencyE4next7ElementQzSgyYa7FailureQzYKF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV8IteratorV	swift.method	next()	AlarmManager.AlarmAuthorizationStateUpdates.Iterator.next()	mutating func next() async throws(Self.Failure) -> Self.Element?
s:ScI12_ConcurrencyE4next7ElementQzSgyYa7FailureQzYKF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A7UpdatesV8IteratorV	swift.method	next()	AlarmManager.AlarmUpdates.Iterator.next()	mutating func next() async throws(Self.Failure) -> Self.Element?
s:ScI12_ConcurrencyE4next9isolation7ElementQzSgScA_pSgYi_tYa7FailureQzYKF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV8IteratorV	swift.method	next(isolation:)	AlarmManager.AlarmAuthorizationStateUpdates.Iterator.next(isolation:)	mutating func next(isolation actor: isolated (any Actor)?) async throws(Self.Failure) -> Self.Element?
s:ScI12_ConcurrencyE4next9isolation7ElementQzSgScA_pSgYi_tYa7FailureQzYKF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A7UpdatesV8IteratorV	swift.method	next(isolation:)	AlarmManager.AlarmUpdates.Iterator.next(isolation:)	mutating func next(isolation actor: isolated (any Actor)?) async throws(Self.Failure) -> Self.Element?
s:Sci12_ConcurrencyE10allSatisfyyS2b7ElementQzYaKXEYaKF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV	swift.method	allSatisfy(_:)	AlarmManager.AlarmAuthorizationStateUpdates.allSatisfy(_:)	func allSatisfy(_ predicate: (Self.Element) async throws -> Bool) async rethrows -> Bool
s:Sci12_ConcurrencyE10allSatisfyyS2b7ElementQzYaKXEYaKF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A7UpdatesV	swift.method	allSatisfy(_:)	AlarmManager.AlarmUpdates.allSatisfy(_:)	func allSatisfy(_ predicate: (Self.Element) async throws -> Bool) async rethrows -> Bool
s:Sci12_ConcurrencyE10compactMapyAA012AsyncCompactC8SequenceVyxqd__Gqd__Sg7ElementQzYaclF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV	swift.method	compactMap(_:)	AlarmManager.AlarmAuthorizationStateUpdates.compactMap(_:)	@preconcurrency func compactMap<ElementOfResult>(_ transform: @escaping (Self.Element) async -> ElementOfResult?) -> AsyncCompactMapSequence<Self, ElementOfResult>
s:Sci12_ConcurrencyE10compactMapyAA012AsyncCompactC8SequenceVyxqd__Gqd__Sg7ElementQzYaclF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A7UpdatesV	swift.method	compactMap(_:)	AlarmManager.AlarmUpdates.compactMap(_:)	@preconcurrency func compactMap<ElementOfResult>(_ transform: @escaping (Self.Element) async -> ElementOfResult?) -> AsyncCompactMapSequence<Self, ElementOfResult>
s:Sci12_ConcurrencyE10compactMapyAA020AsyncThrowingCompactC8SequenceVyxqd__Gqd__Sg7ElementQzYaKclF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV	swift.method	compactMap(_:)	AlarmManager.AlarmAuthorizationStateUpdates.compactMap(_:)	@preconcurrency func compactMap<ElementOfResult>(_ transform: @escaping (Self.Element) async throws -> ElementOfResult?) -> AsyncThrowingCompactMapSequence<Self, ElementOfResult>
s:Sci12_ConcurrencyE10compactMapyAA020AsyncThrowingCompactC8SequenceVyxqd__Gqd__Sg7ElementQzYaKclF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A7UpdatesV	swift.method	compactMap(_:)	AlarmManager.AlarmUpdates.compactMap(_:)	@preconcurrency func compactMap<ElementOfResult>(_ transform: @escaping (Self.Element) async throws -> ElementOfResult?) -> AsyncThrowingCompactMapSequence<Self, ElementOfResult>
s:Sci12_ConcurrencyE3mapyAA16AsyncMapSequenceVyxqd__Gqd__7ElementQzYaclF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV	swift.method	map(_:)	AlarmManager.AlarmAuthorizationStateUpdates.map(_:)	@preconcurrency func map<Transformed>(_ transform: @escaping (Self.Element) async -> Transformed) -> AsyncMapSequence<Self, Transformed>
s:Sci12_ConcurrencyE3mapyAA16AsyncMapSequenceVyxqd__Gqd__7ElementQzYaclF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A7UpdatesV	swift.method	map(_:)	AlarmManager.AlarmUpdates.map(_:)	@preconcurrency func map<Transformed>(_ transform: @escaping (Self.Element) async -> Transformed) -> AsyncMapSequence<Self, Transformed>
s:Sci12_ConcurrencyE3mapyAA24AsyncThrowingMapSequenceVyxqd__Gqd__7ElementQzYaKclF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV	swift.method	map(_:)	AlarmManager.AlarmAuthorizationStateUpdates.map(_:)	@preconcurrency func map<Transformed>(_ transform: @escaping (Self.Element) async throws -> Transformed) -> AsyncThrowingMapSequence<Self, Transformed>
s:Sci12_ConcurrencyE3mapyAA24AsyncThrowingMapSequenceVyxqd__Gqd__7ElementQzYaKclF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A7UpdatesV	swift.method	map(_:)	AlarmManager.AlarmUpdates.map(_:)	@preconcurrency func map<Transformed>(_ transform: @escaping (Self.Element) async throws -> Transformed) -> AsyncThrowingMapSequence<Self, Transformed>
s:Sci12_ConcurrencyE3max2by7ElementQzSgSbAE_AEtYaKXE_tYaKF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV	swift.method	max(by:)	AlarmManager.AlarmAuthorizationStateUpdates.max(by:)	@warn_unqualified_access func max(by areInIncreasingOrder: (Self.Element, Self.Element) async throws -> Bool) async rethrows -> Self.Element?
s:Sci12_ConcurrencyE3max2by7ElementQzSgSbAE_AEtYaKXE_tYaKF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A7UpdatesV	swift.method	max(by:)	AlarmManager.AlarmUpdates.max(by:)	@warn_unqualified_access func max(by areInIncreasingOrder: (Self.Element, Self.Element) async throws -> Bool) async rethrows -> Self.Element?
s:Sci12_ConcurrencyE3min2by7ElementQzSgSbAE_AEtYaKXE_tYaKF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV	swift.method	min(by:)	AlarmManager.AlarmAuthorizationStateUpdates.min(by:)	@warn_unqualified_access func min(by areInIncreasingOrder: (Self.Element, Self.Element) async throws -> Bool) async rethrows -> Self.Element?
s:Sci12_ConcurrencyE3min2by7ElementQzSgSbAE_AEtYaKXE_tYaKF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A7UpdatesV	swift.method	min(by:)	AlarmManager.AlarmUpdates.min(by:)	@warn_unqualified_access func min(by areInIncreasingOrder: (Self.Element, Self.Element) async throws -> Bool) async rethrows -> Self.Element?
s:Sci12_ConcurrencyE4drop5whileAA22AsyncDropWhileSequenceVyxGSb7ElementQzYac_tF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV	swift.method	drop(while:)	AlarmManager.AlarmAuthorizationStateUpdates.drop(while:)	@preconcurrency func drop(while predicate: @escaping (Self.Element) async -> Bool) -> AsyncDropWhileSequence<Self>
s:Sci12_ConcurrencyE4drop5whileAA22AsyncDropWhileSequenceVyxGSb7ElementQzYac_tF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A7UpdatesV	swift.method	drop(while:)	AlarmManager.AlarmUpdates.drop(while:)	@preconcurrency func drop(while predicate: @escaping (Self.Element) async -> Bool) -> AsyncDropWhileSequence<Self>
s:Sci12_ConcurrencyE5first5where7ElementQzSgSbAEYaKXE_tYaKF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV	swift.method	first(where:)	AlarmManager.AlarmAuthorizationStateUpdates.first(where:)	func first(where predicate: (Self.Element) async throws -> Bool) async rethrows -> Self.Element?
s:Sci12_ConcurrencyE5first5where7ElementQzSgSbAEYaKXE_tYaKF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A7UpdatesV	swift.method	first(where:)	AlarmManager.AlarmUpdates.first(where:)	func first(where predicate: (Self.Element) async throws -> Bool) async rethrows -> Self.Element?
s:Sci12_ConcurrencyE6filteryAA19AsyncFilterSequenceVyxGSb7ElementQzYacF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV	swift.method	filter(_:)	AlarmManager.AlarmAuthorizationStateUpdates.filter(_:)	@preconcurrency func filter(_ isIncluded: @escaping (Self.Element) async -> Bool) -> AsyncFilterSequence<Self>
s:Sci12_ConcurrencyE6filteryAA19AsyncFilterSequenceVyxGSb7ElementQzYacF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A7UpdatesV	swift.method	filter(_:)	AlarmManager.AlarmUpdates.filter(_:)	@preconcurrency func filter(_ isIncluded: @escaping (Self.Element) async -> Bool) -> AsyncFilterSequence<Self>
s:Sci12_ConcurrencyE6prefix5whileAA24AsyncPrefixWhileSequenceVyxGSb7ElementQzYac_tKF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV	swift.method	prefix(while:)	AlarmManager.AlarmAuthorizationStateUpdates.prefix(while:)	@preconcurrency func prefix(while predicate: @escaping (Self.Element) async -> Bool) rethrows -> AsyncPrefixWhileSequence<Self>
s:Sci12_ConcurrencyE6prefix5whileAA24AsyncPrefixWhileSequenceVyxGSb7ElementQzYac_tKF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A7UpdatesV	swift.method	prefix(while:)	AlarmManager.AlarmUpdates.prefix(while:)	@preconcurrency func prefix(while predicate: @escaping (Self.Element) async -> Bool) rethrows -> AsyncPrefixWhileSequence<Self>
s:Sci12_ConcurrencyE6prefixyAA19AsyncPrefixSequenceVyxGSiF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV	swift.method	prefix(_:)	AlarmManager.AlarmAuthorizationStateUpdates.prefix(_:)	func prefix(_ count: Int) -> AsyncPrefixSequence<Self>
s:Sci12_ConcurrencyE6prefixyAA19AsyncPrefixSequenceVyxGSiF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A7UpdatesV	swift.method	prefix(_:)	AlarmManager.AlarmUpdates.prefix(_:)	func prefix(_ count: Int) -> AsyncPrefixSequence<Self>
s:Sci12_ConcurrencyE6reduce4into_qd__qd__n_yqd__z_7ElementQztYaKXEtYaKlF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV	swift.method	reduce(into:_:)	AlarmManager.AlarmAuthorizationStateUpdates.reduce(into:_:)	func reduce<Result>(into initialResult: Result, _ updateAccumulatingResult: (inout Result, Self.Element) async throws -> Void) async rethrows -> Result
s:Sci12_ConcurrencyE6reduce4into_qd__qd__n_yqd__z_7ElementQztYaKXEtYaKlF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A7UpdatesV	swift.method	reduce(into:_:)	AlarmManager.AlarmUpdates.reduce(into:_:)	func reduce<Result>(into initialResult: Result, _ updateAccumulatingResult: (inout Result, Self.Element) async throws -> Void) async rethrows -> Result
s:Sci12_ConcurrencyE6reduceyqd__qd___qd__qd___7ElementQztYaKXEtYaKlF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A25AuthorizationStateUpdatesV	swift.method	reduce(_:_:)	AlarmManager.AlarmAuthorizationStateUpdates.reduce(_:_:)	func reduce<Result>(_ initialResult: Result, _ nextPartialResult: (Result, Self.Element) async throws -> Result) async rethrows -> Result
s:Sci12_ConcurrencyE6reduceyqd__qd___qd__qd___7ElementQztYaKXEtYaKlF::SYNTHESIZED::s:8AlarmKit0A7ManagerC0A7UpdatesV	swift.method	reduce(_:_:)	AlarmManager.AlarmUpdates.reduce(_:_:)	func reduce<Result>(_ initialResult: Result, _ nextPartialResult: (Result, Self.Element) async throws -> Result) async rethrows -> Result
